cluster,seq_num,fm_num,gn_num,fm_rate,gn_rate,major_family,major_genus,cutoff,positive,negative,Segment
cluster600,2,1,1,{'Rhabdoviridae': 1.0},{'Sunrhavirus': 1.0},Rhabdoviridae,Sunrhavirus,61.96,619.6,0.0,complete
cluster601,2,1,1,{'Rhabdoviridae': 1.0},{'Sunrhavirus': 1.0},Rhabdoviridae,Sunrhavirus,52.36,371.5,16.9,complete
cluster602,2,1,1,{'Rhabdoviridae': 1.0},{'Sunrhavirus': 1.0},Rhabdoviridae,Sunrhavirus,42.09,420.9,0.0,complete
cluster603,4,1,1,{'Chuviridae': 1.0},{'Piscichuvirus': 1.0},Chuviridae,Piscichuvirus,1787.09,3679.7,1576.8,complete
cluster604,4,1,1,{'Chuviridae': 1.0},{'Piscichuvirus': 1.0},Chuviridae,Piscichuvirus,522.23,1056.2,462.9,complete
cluster605,4,1,1,{'Chuviridae': 1.0},{'Piscichuvirus': 1.0},Chuviridae,Piscichuvirus,250.11,687.6,201.5,complete
cluster606,2,1,1,{'Chuviridae': 1.0},{'Piscichuvirus': 1.0},Chuviridae,Piscichuvirus,29.92,146.2,17.0,complete
cluster607,38,1,1,{'Botourmiaviridae': 1.0},{'Magoulivirus': 1.0},Botourmiaviridae,Magoulivirus,707.34,584.4,721.0,complete
cluster608,8,1,1,{'Tombusviridae': 1.0},{'Pelarspovirus': 1.0},Tombusviridae,Pelarspovirus,164.4,307.5,148.5,complete
cluster609,8,1,1,{'Tombusviridae': 1.0},{'Pelarspovirus': 1.0},Tombusviridae,Pelarspovirus,681.08,900.5,656.7,complete
cluster610,8,1,1,{'Tombusviridae': 1.0},{'Pelarspovirus': 1.0},Tombusviridae,Pelarspovirus,281.18,550.1,251.3,complete
cluster611,4,1,1,{'Tombusviridae': 1.0},{'Pelarspovirus': 1.0},Tombusviridae,Pelarspovirus,51.83,111.5,45.2,complete
cluster612,7,1,1,{'Tombusviridae': 1.0},{'Aureusvirus': 1.0},Tombusviridae,Aureusvirus,477.11,473.6,477.5,complete
cluster613,6,1,1,{'Tombusviridae': 1.0},{'Aureusvirus': 1.0},Tombusviridae,Aureusvirus,85.06,304.3,60.7,complete
cluster614,6,1,1,{'Tombusviridae': 1.0},{'Aureusvirus': 1.0},Tombusviridae,Aureusvirus,588.17,1002.8,542.1,complete
cluster615,6,1,1,{'Tombusviridae': 1.0},{'Aureusvirus': 1.0},Tombusviridae,Aureusvirus,78.46,384.1,44.5,complete
cluster616,4,1,1,{'Chuviridae': 1.0},{'Culicidavirus': 1.0},Chuviridae,Culicidavirus,1714.1,4912.7,1358.7,complete
cluster617,4,1,1,{'Chuviridae': 1.0},{'Culicidavirus': 1.0},Chuviridae,Culicidavirus,525.13,1303.0,438.7,complete
cluster618,4,1,1,{'Chuviridae': 1.0},{'Culicidavirus': 1.0},Chuviridae,Culicidavirus,243.46,1245.7,132.1,complete
cluster619,2,1,1,{'Chuviridae': 1.0},{'Culicidavirus': 1.0},Chuviridae,Culicidavirus,38.67,215.7,19.0,complete
cluster620,114,1,1,{'Potyviridae': 1.0},{'Potyvirus': 1.0},Potyviridae,Potyvirus,4553.58,3961.2,4619.4,complete
cluster621,35,1,1,{'Potyviridae': 1.0},{'Potyvirus': 1.0},Potyviridae,Potyvirus,4208.78,4571.3,4168.5,complete
cluster622,3,1,1,{'Rhabdoviridae': 1.0},{'Alphahymrhavirus': 1.0},Rhabdoviridae,Alphahymrhavirus,243.51,738.6,188.5,complete
cluster623,3,1,1,{'Rhabdoviridae': 1.0},{'Alphahymrhavirus': 1.0},Rhabdoviridae,Alphahymrhavirus,1875.76,3895.9,1651.3,complete
cluster624,2,1,1,{'Rhabdoviridae': 1.0},{'Alphahymrhavirus': 1.0},Rhabdoviridae,Alphahymrhavirus,193.46,970.7,107.1,complete
cluster625,6,1,1,{'Mymonaviridae': 1.0},{'Sclerotimonavirus': 1.0},Mymonaviridae,Sclerotimonavirus,947.29,2870.5,733.6,complete
cluster626,5,1,1,{'Mymonaviridae': 1.0},{'Sclerotimonavirus': 1.0},Mymonaviridae,Sclerotimonavirus,108.88,631.6,50.8,complete
cluster627,5,1,1,{'Mymonaviridae': 1.0},{'Sclerotimonavirus': 1.0},Mymonaviridae,Sclerotimonavirus,49.12,347.2,16.0,complete
cluster628,3,1,1,{'Mymonaviridae': 1.0},{'Sclerotimonavirus': 1.0},Mymonaviridae,Sclerotimonavirus,25.88,258.8,0.0,complete
cluster629,2,1,1,{'Mymonaviridae': 1.0},{'Sclerotimonavirus': 1.0},Mymonaviridae,Sclerotimonavirus,29.47,294.7,0.0,complete
cluster630,2,1,1,{'Mymonaviridae': 1.0},{'Sclerotimonavirus': 1.0},Mymonaviridae,Sclerotimonavirus,14.67,146.7,0.0,complete
cluster631,2,1,1,{'Mymonaviridae': 1.0},{'Sclerotimonavirus': 1.0},Mymonaviridae,Sclerotimonavirus,60.68,606.8,0.0,complete
cluster632,2,1,1,{'Paramyxoviridae': 1.0},{'Aquaparamyxovirus': 1.0},Paramyxoviridae,Aquaparamyxovirus,307.92,1090.2,221.0,complete
cluster633,2,1,1,{'Paramyxoviridae': 1.0},{'Aquaparamyxovirus': 1.0},Paramyxoviridae,Aquaparamyxovirus,128.82,1121.7,18.5,complete
cluster634,2,1,1,{'Paramyxoviridae': 1.0},{'Aquaparamyxovirus': 1.0},Paramyxoviridae,Aquaparamyxovirus,407.62,775.9,366.7,complete
cluster635,2,1,1,{'Paramyxoviridae': 1.0},{'Aquaparamyxovirus': 1.0},Paramyxoviridae,Aquaparamyxovirus,598.38,1168.8,535.0,complete
cluster636,2,1,1,{'Paramyxoviridae': 1.0},{'Aquaparamyxovirus': 1.0},Paramyxoviridae,Aquaparamyxovirus,590.79,1223.4,520.5,complete
cluster637,2,1,1,{'Paramyxoviridae': 1.0},{'Aquaparamyxovirus': 1.0},Paramyxoviridae,Aquaparamyxovirus,3082.78,5059.0,2863.2,complete
cluster638,13,1,1,{'Chuviridae': 1.0},{'Mivirus': 1.0},Chuviridae,Mivirus,2137.61,2076.5,2144.4,complete
cluster639,11,1,1,{'Chuviridae': 1.0},{'Mivirus': 1.0},Chuviridae,Mivirus,330.75,427.5,320.0,complete
cluster640,8,1,1,{'Chuviridae': 1.0},{'Mivirus': 1.0},Chuviridae,Mivirus,667.7,1038.5,626.5,complete
cluster641,3,1,1,{'Botourmiaviridae': 1.0},{'Ourmiavirus': 1.0},Botourmiaviridae,Ourmiavirus,235.37,1598.6,83.9,1
cluster642,2,1,1,{'Botourmiaviridae': 1.0},{'Ourmiavirus': 1.0},Botourmiaviridae,Ourmiavirus,977.04,1197.0,952.6,1
cluster643,2,1,1,{'Botourmiaviridae': 1.0},{'Ourmiavirus': 1.0},Botourmiaviridae,Ourmiavirus,1196.45,1386.8,1175.3,1
cluster644,2,1,1,{'Botourmiaviridae': 1.0},{'Ourmiavirus': 1.0},Botourmiaviridae,Ourmiavirus,70.18,536.2,18.4,2
cluster645,12,1,1,{'Paramyxoviridae': 1.0},{'Metaavulavirus': 1.0},Paramyxoviridae,Metaavulavirus,278.86,446.8,260.2,complete
cluster646,11,1,1,{'Paramyxoviridae': 1.0},{'Metaavulavirus': 1.0},Paramyxoviridae,Metaavulavirus,552.07,771.4,527.7,complete
cluster647,11,1,1,{'Paramyxoviridae': 1.0},{'Metaavulavirus': 1.0},Paramyxoviridae,Metaavulavirus,349.46,539.0,328.4,complete
cluster648,11,1,1,{'Paramyxoviridae': 1.0},{'Metaavulavirus': 1.0},Paramyxoviridae,Metaavulavirus,594.84,681.6,585.2,complete
cluster649,11,1,1,{'Paramyxoviridae': 1.0},{'Metaavulavirus': 1.0},Paramyxoviridae,Metaavulavirus,594.62,863.0,564.8,complete
cluster650,11,1,1,{'Paramyxoviridae': 1.0},{'Metaavulavirus': 1.0},Paramyxoviridae,Metaavulavirus,2618.55,3568.5,2513.0,complete
cluster651,6,1,1,{'Nyamiviridae': 1.0},{'Nyavirus': 1.0},Nyamiviridae,Nyavirus,158.52,561.0,113.8,complete
cluster652,6,1,1,{'Nyamiviridae': 1.0},{'Nyavirus': 1.0},Nyamiviridae,Nyavirus,1191.66,3534.9,931.3,complete
cluster653,5,1,1,{'Nyamiviridae': 1.0},{'Nyavirus': 1.0},Nyamiviridae,Nyavirus,21.63,216.3,0.0,complete
cluster654,5,1,1,{'Nyamiviridae': 1.0},{'Nyavirus': 1.0},Nyamiviridae,Nyavirus,235.57,1025.5,147.8,complete
cluster655,2,1,1,{'Nyamiviridae': 1.0},{'Nyavirus': 1.0},Nyamiviridae,Nyavirus,63.41,634.1,0.0,complete
cluster656,2,1,1,{'Nyamiviridae': 1.0},{'Nyavirus': 1.0},Nyamiviridae,Nyavirus,81.4,731.2,9.2,complete
cluster657,2,1,1,{'Nyamiviridae': 1.0},{'Nyavirus': 1.0},Nyamiviridae,Nyavirus,64.83,554.7,10.4,complete
cluster658,3,1,1,{'Rhabdoviridae': 1.0},{'Alpharicinrhavirus': 1.0},Rhabdoviridae,Alpharicinrhavirus,293.36,788.9,238.3,complete
cluster659,3,1,1,{'Rhabdoviridae': 1.0},{'Alpharicinrhavirus': 1.0},Rhabdoviridae,Alpharicinrhavirus,2308.3,4172.2,2101.2,complete
cluster660,2,1,1,{'Rhabdoviridae': 1.0},{'Alpharicinrhavirus': 1.0},Rhabdoviridae,Alpharicinrhavirus,333.43,1023.1,256.8,complete
cluster661,12,1,1,{'Alphaflexiviridae': 1.0},{'Allexivirus': 1.0},Alphaflexiviridae,Allexivirus,1707.91,2706.1,1597.0,complete
cluster662,12,1,1,{'Alphaflexiviridae': 1.0},{'Allexivirus': 1.0},Alphaflexiviridae,Allexivirus,162.87,339.0,143.3,complete
cluster663,12,1,1,{'Alphaflexiviridae': 1.0},{'Allexivirus': 1.0},Alphaflexiviridae,Allexivirus,47.41,357.1,13.0,complete
cluster664,12,1,1,{'Alphaflexiviridae': 1.0},{'Allexivirus': 1.0},Alphaflexiviridae,Allexivirus,182.31,355.2,163.1,complete
cluster665,5,1,1,{'Alphaflexiviridae': 1.0},{'Allexivirus': 1.0},Alphaflexiviridae,Allexivirus,115.92,166.5,110.3,complete
cluster666,5,1,1,{'Alphaflexiviridae': 1.0},{'Allexivirus': 1.0},Alphaflexiviridae,Allexivirus,79.0,233.8,61.8,complete
cluster667,5,1,1,{'Narnaviridae': 1.0},{'Narnavirus': 1.0},Narnaviridae,Narnavirus,167.29,1041.1,70.2,complete
cluster668,4,1,1,{'Matonaviridae': 1.0},{'Rubivirus': 1.0},Matonaviridae,Rubivirus,482.31,3996.0,91.9,complete
cluster669,4,1,1,{'Matonaviridae': 1.0},{'Rubivirus': 1.0},Matonaviridae,Rubivirus,175.39,1672.0,9.1,complete
cluster670,2,1,1,{'Rhabdoviridae': 1.0},{'Betapaprhavirus': 1.0},Rhabdoviridae,Betapaprhavirus,231.14,953.3,150.9,complete
cluster671,2,1,1,{'Rhabdoviridae': 1.0},{'Betapaprhavirus': 1.0},Rhabdoviridae,Betapaprhavirus,191.4,1219.2,77.2,complete
cluster672,2,1,1,{'Rhabdoviridae': 1.0},{'Betapaprhavirus': 1.0},Rhabdoviridae,Betapaprhavirus,1787.6,4463.3,1490.3,complete
cluster673,3,1,1,{'Mymonaviridae': 1.0},{'Botrytimonavirus': 1.0},Mymonaviridae,Botrytimonavirus,997.46,3161.6,757.0,complete
cluster674,2,1,1,{'Mymonaviridae': 1.0},{'Botrytimonavirus': 1.0},Mymonaviridae,Botrytimonavirus,67.34,673.4,0.0,complete
cluster675,2,1,1,{'Mymonaviridae': 1.0},{'Botrytimonavirus': 1.0},Mymonaviridae,Botrytimonavirus,104.83,835.9,23.6,complete
cluster676,2,1,1,{'Mymonaviridae': 1.0},{'Auricularimonavirus': 1.0},Mymonaviridae,Auricularimonavirus,1179.52,3922.0,874.8,complete
cluster677,20,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,434.29,625.9,413.0,complete
cluster678,20,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,105.37,254.5,88.8,complete
cluster679,20,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,325.27,629.2,291.5,complete
cluster680,20,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,2728.38,3352.8,2659.0,complete
cluster681,6,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,63.8,328.4,34.4,complete
cluster682,6,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,75.06,345.6,45.0,complete
cluster683,4,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,57.53,415.1,17.8,complete
cluster684,2,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,72.61,726.1,0.0,complete
cluster685,2,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,83.67,607.2,25.5,complete
cluster686,2,1,1,{'Rhabdoviridae': 1.0},{'Ledantevirus': 1.0},Rhabdoviridae,Ledantevirus,14.61,146.1,0.0,complete
cluster687,14,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,757.66,2192.8,598.2,complete
cluster688,14,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,461.76,731.4,431.8,complete
cluster689,14,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,375.64,677.5,342.1,complete
cluster690,7,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,108.71,809.9,30.8,complete
cluster691,7,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,69.24,390.0,33.6,complete
cluster692,7,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,105.36,461.4,65.8,complete
cluster693,5,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,33.63,336.3,0.0,complete
cluster694,3,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,103.81,742.0,32.9,complete
cluster695,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,139.22,993.5,44.3,complete
cluster696,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,93.8,938.0,0.0,complete
cluster697,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,34.67,346.7,0.0,complete
cluster698,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,98.91,684.9,33.8,complete
cluster699,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,102.57,609.0,46.3,complete
cluster700,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,106.96,935.5,14.9,complete
cluster701,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,35.08,350.8,0.0,complete
cluster702,2,1,1,{'Closteroviridae': 1.0},{'Ampelovirus': 1.0},Closteroviridae,Ampelovirus,11.47,114.7,0.0,complete
cluster703,56,1,1,{'Mitoviridae': 1.0},{'Unuamitovirus': 1.0},Mitoviridae,Unuamitovirus,598.2,582.0,600.0,complete
cluster704,2,1,1,{'Mitoviridae': 1.0},{'Unuamitovirus': 1.0},Mitoviridae,Unuamitovirus,37.81,378.1,0.0,complete
cluster705,56,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,459.17,475.1,457.4,complete
cluster706,4,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,399.01,1444.0,282.9,complete
cluster707,4,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,94.87,215.2,81.5,complete
cluster708,4,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,28.98,289.8,0.0,complete
cluster709,4,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,80.08,576.7,24.9,complete
cluster710,4,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,137.36,825.5,60.9,complete
cluster711,3,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,176.44,269.5,166.1,complete
cluster712,3,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,17.92,179.2,0.0,complete
cluster713,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,52.33,399.1,13.8,complete
cluster714,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,312.64,2009.5,124.1,complete
cluster715,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,25.74,257.4,0.0,complete
cluster716,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,44.49,288.3,17.4,complete
cluster717,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,42.36,189.6,26.0,complete
cluster718,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,42.26,422.6,0.0,complete
cluster719,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,33.72,337.2,0.0,complete
cluster720,2,1,1,{'Mitoviridae': 1.0},{'Duamitovirus': 1.0},Mitoviridae,Duamitovirus,10.24,102.4,0.0,complete
cluster721,14,1,1,{'Bornaviridae': 1.0},{'Orthobornavirus': 1.0},Bornaviridae,Orthobornavirus,165.44,708.5,105.1,complete
cluster722,14,1,1,{'Bornaviridae': 1.0},{'Orthobornavirus': 1.0},Bornaviridae,Orthobornavirus,40.3,263.5,15.5,complete
cluster723,14,1,1,{'Bornaviridae': 1.0},{'Orthobornavirus': 1.0},Bornaviridae,Orthobornavirus,294.14,911.0,225.6,complete
cluster724,14,1,1,{'Bornaviridae': 1.0},{'Orthobornavirus': 1.0},Bornaviridae,Orthobornavirus,1533.63,2927.1,1378.8,complete
cluster725,13,1,1,{'Bornaviridae': 1.0},{'Orthobornavirus': 1.0},Bornaviridae,Orthobornavirus,65.9,263.9,43.9,complete
cluster726,8,1,1,{'Mitoviridae': 1.0},{'Triamitovirus': 1.0},Mitoviridae,Triamitovirus,358.37,1038.5,282.8,complete
cluster727,3,1,1,{'Hepeviridae': 1.0},{'Chirohepevirus': 1.0},Hepeviridae,Chirohepevirus,2010.42,3130.2,1886.0,complete
cluster728,3,1,1,{'Hepeviridae': 1.0},{'Chirohepevirus': 1.0},Hepeviridae,Chirohepevirus,785.87,1289.6,729.9,complete
cluster729,22,1,1,{'Fusariviridae': 1.0},{'Alphafusarivirus': 1.0},Fusariviridae,Alphafusarivirus,1254.86,1639.7,1212.1,complete
cluster730,5,1,1,{'Fusariviridae': 1.0},{'Alphafusarivirus': 1.0},Fusariviridae,Alphafusarivirus,72.74,567.2,17.8,complete
cluster731,3,1,1,{'Fusariviridae': 1.0},{'Alphafusarivirus': 1.0},Fusariviridae,Alphafusarivirus,82.08,671.4,16.6,complete
cluster732,2,1,1,{'Fusariviridae': 1.0},{'Alphafusarivirus': 1.0},Fusariviridae,Alphafusarivirus,122.26,1086.7,15.1,complete
cluster733,2,1,1,{'Rhabdoviridae': 1.0},{'Siniperhavirus': 1.0},Rhabdoviridae,Siniperhavirus,538.41,983.1,489.0,complete
cluster734,2,1,1,{'Rhabdoviridae': 1.0},{'Siniperhavirus': 1.0},Rhabdoviridae,Siniperhavirus,117.13,484.6,76.3,complete
cluster735,2,1,1,{'Rhabdoviridae': 1.0},{'Siniperhavirus': 1.0},Rhabdoviridae,Siniperhavirus,143.04,463.8,107.4,complete
cluster736,2,1,1,{'Rhabdoviridae': 1.0},{'Siniperhavirus': 1.0},Rhabdoviridae,Siniperhavirus,385.66,1062.1,310.5,complete
cluster737,2,1,1,{'Rhabdoviridae': 1.0},{'Siniperhavirus': 1.0},Rhabdoviridae,Siniperhavirus,2931.19,4710.4,2733.5,complete
cluster738,11,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,575.45,765.8,554.3,complete
cluster739,11,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,511.78,637.6,497.8,complete
cluster740,11,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,615.34,867.7,587.3,complete
cluster741,11,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,616.59,1002.6,573.7,complete
cluster742,11,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,3158.27,3907.7,3075.0,complete
cluster743,9,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,223.58,569.9,185.1,complete
cluster744,6,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,42.19,311.2,12.3,complete
cluster745,3,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,97.06,970.6,0.0,complete
cluster746,2,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,188.86,1024.6,96.0,complete
cluster747,2,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,27.75,164.1,12.6,complete
cluster748,2,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,50.66,506.6,0.0,complete
cluster749,2,1,1,{'Paramyxoviridae': 1.0},{'Jeilongvirus': 1.0},Paramyxoviridae,Jeilongvirus,75.63,756.3,0.0,complete
cluster750,3,1,1,{'Hypoviridae': 1.0},{'Epsilonhypovirus': 1.0},Hypoviridae,Epsilonhypovirus,1433.85,4830.0,1056.5,complete
cluster751,13,1,1,{'Betaflexiviridae': 1.0},{'Foveavirus': 1.0},Betaflexiviridae,Foveavirus,2555.04,3208.8,2482.4,complete
cluster752,13,1,1,{'Betaflexiviridae': 1.0},{'Foveavirus': 1.0},Betaflexiviridae,Foveavirus,255.65,295.7,251.2,complete
cluster753,9,1,1,{'Betaflexiviridae': 1.0},{'Foveavirus': 1.0},Betaflexiviridae,Foveavirus,279.77,436.1,262.4,complete
cluster754,8,1,1,{'Betaflexiviridae': 1.0},{'Foveavirus': 1.0},Betaflexiviridae,Foveavirus,144.48,168.6,141.8,complete
cluster755,4,1,1,{'Betaflexiviridae': 1.0},{'Foveavirus': 1.0},Betaflexiviridae,Foveavirus,256.58,722.6,204.8,complete
cluster756,2,1,1,{'Betaflexiviridae': 1.0},{'Foveavirus': 1.0},Betaflexiviridae,Foveavirus,67.42,122.5,61.3,complete
cluster757,12,1,1,{'Secoviridae': 1.0},{'Waikavirus': 1.0},Secoviridae,Waikavirus,1199.33,3534.2,939.9,complete
cluster758,15,1,1,{'Fusariviridae': 1.0},{'Betafusarivirus': 1.0},Fusariviridae,Betafusarivirus,1180.56,1950.6,1095.0,complete
cluster759,4,1,1,{'Fusariviridae': 1.0},{'Betafusarivirus': 1.0},Fusariviridae,Betafusarivirus,55.69,556.9,0.0,complete
cluster760,3,1,1,{'Fusariviridae': 1.0},{'Betafusarivirus': 1.0},Fusariviridae,Betafusarivirus,132.25,1322.5,0.0,complete
cluster761,2,1,1,{'Fusariviridae': 1.0},{'Betafusarivirus': 1.0},Fusariviridae,Betafusarivirus,126.1,1135.0,14.0,complete
cluster762,2,1,1,{'Fusariviridae': 1.0},{'Betafusarivirus': 1.0},Fusariviridae,Betafusarivirus,178.19,1385.9,44.0,complete
cluster763,10,1,1,{'Hypoviridae': 1.0},{'Alphahypovirus': 1.0},Hypoviridae,Alphahypovirus,1657.0,4154.5,1379.5,complete
cluster764,2,1,1,{'Hypoviridae': 1.0},{'Alphahypovirus': 1.0},Hypoviridae,Alphahypovirus,9.06,90.6,0.0,complete
cluster765,2,1,1,{'Hypoviridae': 1.0},{'Alphahypovirus': 1.0},Hypoviridae,Alphahypovirus,117.13,420.7,83.4,complete
cluster766,2,1,1,{'Hypoviridae': 1.0},{'Alphahypovirus': 1.0},Hypoviridae,Alphahypovirus,11.4,114.0,0.0,complete
cluster767,2,1,1,{'Gammaflexiviridae': 1.0},{'Gammaflexivirus': 1.0},Gammaflexiviridae,Gammaflexivirus,681.57,3852.9,329.2,complete
cluster768,2,1,1,{'Gammaflexiviridae': 1.0},{'Gammaflexivirus': 1.0},Gammaflexiviridae,Gammaflexivirus,168.24,1415.1,29.7,complete
cluster769,2,1,1,{'Gammaflexiviridae': 1.0},{'Gammaflexivirus': 1.0},Gammaflexiviridae,Gammaflexivirus,77.22,642.6,14.4,complete
cluster770,2,1,1,{'Hepeviridae': 1.0},{'Rocahepevirus': 1.0},Hepeviridae,Rocahepevirus,2232.15,3544.8,2086.3,complete
cluster771,2,1,1,{'Hepeviridae': 1.0},{'Rocahepevirus': 1.0},Hepeviridae,Rocahepevirus,944.31,1388.1,895.0,complete
cluster772,7,1,1,{'Hypoviridae': 1.0},{'Thetahypovirus': 1.0},Hypoviridae,Thetahypovirus,1232.9,5588.0,749.0,complete
cluster773,9,1,1,{'Betaflexiviridae': 1.0},{'Trichovirus': 1.0},Betaflexiviridae,Trichovirus,1476.64,2860.3,1322.9,complete
cluster774,9,1,1,{'Betaflexiviridae': 1.0},{'Trichovirus': 1.0},Betaflexiviridae,Trichovirus,174.31,431.8,145.7,complete
cluster775,3,1,1,{'Betaflexiviridae': 1.0},{'Trichovirus': 1.0},Betaflexiviridae,Trichovirus,67.48,255.4,46.6,complete
cluster776,2,1,1,{'Betaflexiviridae': 1.0},{'Trichovirus': 1.0},Betaflexiviridae,Trichovirus,107.19,385.2,76.3,complete
cluster777,2,1,1,{'Lispiviridae': 1.0},{'Synelinevirus': 1.0},Lispiviridae,Synelinevirus,312.38,887.3,248.5,complete
cluster778,2,1,1,{'Lispiviridae': 1.0},{'Synelinevirus': 1.0},Lispiviridae,Synelinevirus,60.51,251.4,39.3,complete
cluster779,2,1,1,{'Lispiviridae': 1.0},{'Synelinevirus': 1.0},Lispiviridae,Synelinevirus,387.69,1063.5,312.6,complete
cluster780,2,1,1,{'Lispiviridae': 1.0},{'Synelinevirus': 1.0},Lispiviridae,Synelinevirus,2277.51,4354.8,2046.7,complete
cluster781,62,1,1,{'Betaflexiviridae': 1.0},{'Carlavirus': 1.0},Betaflexiviridae,Carlavirus,2441.12,2365.7,2449.5,complete
cluster782,61,1,1,{'Betaflexiviridae': 1.0},{'Carlavirus': 1.0},Betaflexiviridae,Carlavirus,252.81,238.5,254.4,complete
cluster783,41,1,1,{'Betaflexiviridae': 1.0},{'Carlavirus': 1.0},Betaflexiviridae,Carlavirus,67.14,96.3,63.9,complete
